id	filename	md5	size	state
0d669e80-cb31-4afb-bd3f-07d69f10eb3f	0d669e80-cb31-4afb-bd3f-07d69f10eb3f/27f20469-cbf5-417f-922a-19cf9e8b790c.rna_seq.augmented_star_gene_counts.tsv	e2e38ef5c632760e3003a087d7ed7c28	4220835	validated
148fc636-0b7b-4f10-b513-45edcf71a79e	148fc636-0b7b-4f10-b513-45edcf71a79e/ec2e3ab8-18a2-4d4e-b0dc-36411ce35357.rna_seq.augmented_star_gene_counts.tsv	36fef8041381de8957041d85db7f4623	4252294	validated
15d7e135-acb7-46ef-a8b1-f424e40a9e4d	15d7e135-acb7-46ef-a8b1-f424e40a9e4d/e20191d9-fddf-47a3-9ff9-d4a36af7d762.rna_seq.augmented_star_gene_counts.tsv	f299f4a6471109cdc2f8f733f853c401	4256006	validated
16b9a021-447f-44d8-a1f9-ad45edc73bc9	16b9a021-447f-44d8-a1f9-ad45edc73bc9/13d6ae6d-1662-4e0a-a10b-a733efc216b2.rna_seq.augmented_star_gene_counts.tsv	4b8aa78f000b12f34a03c0e960c3bbe8	4247091	validated
1a000feb-3b71-4f95-8b39-68ec25b64d96	1a000feb-3b71-4f95-8b39-68ec25b64d96/30a67cbd-940c-40c4-9f86-a8ba9fe63177.rna_seq.augmented_star_gene_counts.tsv	eb0c825ca7bc47f8fba0b2681d22062d	4255995	validated
1d0878a6-5c7c-40b9-8eab-64981d783b71	1d0878a6-5c7c-40b9-8eab-64981d783b71/44df0b54-867f-4aef-8769-5d3fa8887b94.rna_seq.augmented_star_gene_counts.tsv	b091d577989335f50834405de1250284	4260022	validated
1f224847-d745-4dc5-9338-4044413e8ec4	1f224847-d745-4dc5-9338-4044413e8ec4/2db5e0aa-342e-4766-8725-c1d677fd52b2.rna_seq.augmented_star_gene_counts.tsv	a337b0d6fed67a60f56a14c56a480650	4252712	validated
39b28d5e-fc51-4dfc-bcbe-0285c3bad830	39b28d5e-fc51-4dfc-bcbe-0285c3bad830/3129e1d1-9844-4df4-b30e-29b1c438983b.rna_seq.augmented_star_gene_counts.tsv	529061544684a0f71879e967a03a6463	4241955	validated
43820fe3-a899-4e6b-9227-27e32edaefd5	43820fe3-a899-4e6b-9227-27e32edaefd5/fc70931f-4a97-4538-b055-8ed988ab601c.rna_seq.augmented_star_gene_counts.tsv	cb089d7be1f0d606a9ad54e5244702fc	4243947	validated
4bf6ebc1-575d-49e4-9f66-068b537373c0	4bf6ebc1-575d-49e4-9f66-068b537373c0/767425eb-9fa2-45bc-a3ad-ca8dbafd373f.rna_seq.augmented_star_gene_counts.tsv	c351c0df0967e08167ccf1bad4aa6e27	4246578	validated
4dd3d7e2-8a60-41e8-8812-a06f413afe2b	4dd3d7e2-8a60-41e8-8812-a06f413afe2b/49ec7f30-d687-4124-a3aa-17bffb48ce26.rna_seq.augmented_star_gene_counts.tsv	4f066c0a9719e3efb4a953ad9436e6da	4249844	validated
519039a7-141e-4367-a6eb-e9307136daf3	519039a7-141e-4367-a6eb-e9307136daf3/4b9da1a6-923c-4bc8-922a-620ac43e6f9b.rna_seq.augmented_star_gene_counts.tsv	729e7af0119b527eeeacfbce749d4b51	4231473	validated
5223fb98-dd63-4c20-a7c0-02e0b13ccb33	5223fb98-dd63-4c20-a7c0-02e0b13ccb33/7b7c91b5-0358-4d09-af89-26a791d7a23a.rna_seq.augmented_star_gene_counts.tsv	7c36266ef6a32b6ffda94cb99755b029	4251941	validated
561bb38a-f9b8-4a0a-b03b-fbe70859869a	561bb38a-f9b8-4a0a-b03b-fbe70859869a/cab9ff29-e575-45e2-a411-1bfdc2e2610c.rna_seq.augmented_star_gene_counts.tsv	d61000ee398e7cd3cb03fe42227c7154	4241658	validated
56be281f-e85c-4dcb-9d75-cd9ae3430bbe	56be281f-e85c-4dcb-9d75-cd9ae3430bbe/92e7a9c0-ea88-419e-9afa-e7db5c8967b5.rna_seq.augmented_star_gene_counts.tsv	8ae1976ee5dfa4ecac3bbefa41ef8f32	4243549	validated
57a43ef5-102a-4cd9-833d-00a2daf4e56a	57a43ef5-102a-4cd9-833d-00a2daf4e56a/ac175796-57dc-4de1-b6a2-eb71416e4c47.rna_seq.augmented_star_gene_counts.tsv	d2ae95219b562ff5fbb63e4b1826db1b	4256540	validated
6185d5c4-f757-4baa-bd82-fd4050c57312	6185d5c4-f757-4baa-bd82-fd4050c57312/a32190c5-a193-4e90-ac98-38a600bb10f0.rna_seq.augmented_star_gene_counts.tsv	7bfb9c9ed5c5d2e0c65d0975e98b49b3	4243115	validated
683e004b-7992-4250-a94b-c355c45725d2	683e004b-7992-4250-a94b-c355c45725d2/50108c12-718c-48fc-8f76-23ce0c13e2e6.rna_seq.augmented_star_gene_counts.tsv	e09cfb8101687f5716e3e359b7a358fb	4250540	validated
6df72103-ccfb-4a53-b839-2e8c47ec2145	6df72103-ccfb-4a53-b839-2e8c47ec2145/b4e60c29-6c4d-49b4-878e-b91e20e17dad.rna_seq.augmented_star_gene_counts.tsv	9716aad1296de30b453de82c415c5319	4241282	validated
707414cc-7f34-41c6-8803-6641521a4069	707414cc-7f34-41c6-8803-6641521a4069/b1d64529-4f34-4644-b0e7-20606827ccd4.rna_seq.augmented_star_gene_counts.tsv	376775c07a9d2429cc5360caa4a64415	4221360	validated
76367cee-b571-49e5-8121-9e69f906c230	76367cee-b571-49e5-8121-9e69f906c230/370e6381-c31a-475b-b2c7-2c5de9e2c8ec.rna_seq.augmented_star_gene_counts.tsv	b1b4376814fb72021f3f9d939976742f	4243147	validated
788a4858-c6c6-4a8d-9aef-dbd32d74776b	788a4858-c6c6-4a8d-9aef-dbd32d74776b/5cf049e5-d45c-4601-8f67-1fdc0b1918a9.rna_seq.augmented_star_gene_counts.tsv	a5e2ae65d787013597fea10507e45a1e	4231580	validated
79bfddcc-1d7b-43a7-9221-8f230eca31d8	79bfddcc-1d7b-43a7-9221-8f230eca31d8/0a9e33db-2527-4cc3-8669-a7c10fed7a7f.rna_seq.augmented_star_gene_counts.tsv	c94ae93a767f6caf665d78068530cbfb	4246586	validated
7b188e2a-4a56-49f9-b527-cd61a646f6c7	7b188e2a-4a56-49f9-b527-cd61a646f6c7/cd215363-3f4a-4928-9dbb-60735f4c27ce.rna_seq.augmented_star_gene_counts.tsv	33c3be660963e577f2ae8412135cd7dc	4241439	validated
7d8935d4-33df-4a11-a352-e4e1acc563a4	7d8935d4-33df-4a11-a352-e4e1acc563a4/8f51e90d-f617-4ed2-bbc7-7bcd92d1963d.rna_seq.augmented_star_gene_counts.tsv	4841c35510bd1870737098e6da266d61	4251590	validated
7dace9fc-28bd-44fb-9e97-6319eb30bb05	7dace9fc-28bd-44fb-9e97-6319eb30bb05/0c13d041-ca8d-48cc-ba02-3b7889e5367c.rna_seq.augmented_star_gene_counts.tsv	2baaa1411fc7dedf03d2f8014837355e	4251572	validated
86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd	86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd/a622a28b-a3ac-495b-b696-2a11e0e0e2ad.rna_seq.augmented_star_gene_counts.tsv	d0a2c7f198b4fabe4dc838ea141863a8	4240504	validated
8ced7ce3-86ec-4bc8-afce-8fcfb06d8be4	8ced7ce3-86ec-4bc8-afce-8fcfb06d8be4/d1adf0be-5afe-4df7-8f88-dbf7521bcdac.rna_seq.augmented_star_gene_counts.tsv	5ab6cf779c351322446fb259fe5b16d4	4257607	validated
91577462-386f-43eb-88e1-859c1d74763c	91577462-386f-43eb-88e1-859c1d74763c/6ddc13fe-e8e0-4fb1-88df-c068fe87b5cb.rna_seq.augmented_star_gene_counts.tsv	8f93109869bc6e261db04def14563ae7	4251488	validated
9b5b1b38-58b8-47c9-badf-086676e44c1a	9b5b1b38-58b8-47c9-badf-086676e44c1a/4541a5e4-240b-466d-bbc4-3904581490f3.rna_seq.augmented_star_gene_counts.tsv	e471102c12d7d1cce3c2e4b0590b2511	4240732	validated
9d61e56d-690b-4d66-891a-f8d010d704cf	9d61e56d-690b-4d66-891a-f8d010d704cf/ed13eb3a-17ab-4781-bc60-13797148c7c4.rna_seq.augmented_star_gene_counts.tsv	a206a82e80592fd4c903480b0f82440e	4241422	validated
9da9a119-9f9a-4ddb-947e-97724b9fe45f	9da9a119-9f9a-4ddb-947e-97724b9fe45f/7733c059-09bd-40b4-9812-4bedd68d9d01.rna_seq.augmented_star_gene_counts.tsv	767e0ec3e9114e20a332f8d2fc60954c	4249713	validated
a8a6308d-04e4-47e9-adb6-c895b605ad69	a8a6308d-04e4-47e9-adb6-c895b605ad69/0f168687-6f42-4d92-8f91-13efde785a0c.rna_seq.augmented_star_gene_counts.tsv	bf4e46390066fb9417f460f089b85e4e	4254087	validated
ab3475d0-e057-4512-8c01-a5383359a1ad	ab3475d0-e057-4512-8c01-a5383359a1ad/d81b8303-62b4-46ba-9370-8c6a92cfa4fb.rna_seq.augmented_star_gene_counts.tsv	d63c9bea983348c567c8950e394a7b68	4251734	validated
ac7c3a38-5d88-488e-86f7-1c72a26fe5ef	ac7c3a38-5d88-488e-86f7-1c72a26fe5ef/11ed8e05-8f30-460a-b502-01ae09504315.rna_seq.augmented_star_gene_counts.tsv	73ceea5c7a23d355b2dbff86e8f4acc1	4241467	validated
b54476c3-f6f1-4474-b447-72023ba97687	b54476c3-f6f1-4474-b447-72023ba97687/65c868ba-94ed-43f2-bfd1-814979ee9486.rna_seq.augmented_star_gene_counts.tsv	2a59a4e48f556d4c21a91e7c09e8672c	4249903	validated
b9220098-f6f9-4732-8e94-3c9eeb4b8479	b9220098-f6f9-4732-8e94-3c9eeb4b8479/c84dbd50-ff69-4824-afe5-1eaec5780d27.rna_seq.augmented_star_gene_counts.tsv	708cd9bb695167f76a0483c660d748dd	4228429	validated
b9549737-232d-446f-812f-e7e015bfb462	b9549737-232d-446f-812f-e7e015bfb462/ca05380c-ec64-451e-9834-9a5996017749.rna_seq.augmented_star_gene_counts.tsv	0c35879bb6a48762928d9742e2151419	4251180	validated
b9d564b4-4561-44b2-b020-baf106f23baa	b9d564b4-4561-44b2-b020-baf106f23baa/0af3ed73-d962-492c-9dc5-85247cd3de03.rna_seq.augmented_star_gene_counts.tsv	807e3ac994b1e1ab6734c3fc14c3837c	4247994	validated
c7019746-2fcf-4b4b-b7e5-025413e1014f	c7019746-2fcf-4b4b-b7e5-025413e1014f/c568f4a0-601e-4b45-b69e-cde40d94bb3d.rna_seq.augmented_star_gene_counts.tsv	e8f6651521691d4f43dd437a9278298c	4241705	validated
cd002ab8-a52b-4d20-9089-11b3e1dbaeb7	cd002ab8-a52b-4d20-9089-11b3e1dbaeb7/597c71b0-5c49-409d-84ff-cc31b185c620.rna_seq.augmented_star_gene_counts.tsv	e63c2f199aff5e2e52cfc489387aafc1	4224554	validated
d721071e-6c0e-46df-9158-1fe37a64f1ed	d721071e-6c0e-46df-9158-1fe37a64f1ed/a78e7939-a1ea-4b9d-ae55-3c1dc985bbd8.rna_seq.augmented_star_gene_counts.tsv	5bcdbae19f886f4deea378e5c12cbc05	4246513	validated
da29bf10-4629-4234-8e49-43a4513fe579	da29bf10-4629-4234-8e49-43a4513fe579/7f2a1bd4-9b71-4e12-ae92-6aaaf247ebca.rna_seq.augmented_star_gene_counts.tsv	caeed0f1319cf9a0340a47c167ce3231	4233128	validated
dbdaac00-02bf-41e0-8d54-734273e10baa	dbdaac00-02bf-41e0-8d54-734273e10baa/bf858293-b533-4a73-ac9b-568109ba05d4.rna_seq.augmented_star_gene_counts.tsv	f2a471b912bb9570c27799a8f418c5aa	4247731	validated
